n_train,n_val,n_test,seed,pos_acc,neg_acc,overall_acc,best_epoch
500,500,1000,0,0.44706991910934446,0.5250857921134796,0.5227453156523406,3
500,500,1000,1,0.3417902769226777,0.5230020807503469,0.5195590572841465,3
500,500,1000,2,0.4666131786381205,0.523416229042695,0.5217121374737471,3
500,500,1000,3,0.40651187016850426,0.5721886887674555,0.5687094735018909,83
500,500,1000,4,0.4151575707870981,0.5335972757643983,0.5308731620851904,3
1000,500,1000,0,0.5605686179229191,0.6089398312639185,0.6075854363068939,90
1000,500,1000,1,0.48309279742993805,0.6175997141619554,0.6150440840851515,77
1000,500,1000,2,0.565662763439692,0.6063998890945065,0.6053407249599695,75
1000,500,1000,3,0.4562590420246124,0.6194931226060251,0.6162284400332719,94
1000,500,1000,4,0.5276229115469115,0.626861182497546,0.6240825113505125,80
2000,500,1000,0,0.6782496701116147,0.6408935053647709,0.6417526956414804,40
2000,500,1000,1,0.5684598139845408,0.6489199524991801,0.6468279904288938,74
2000,500,1000,2,0.6231606045076924,0.6351289068972471,0.6347578884353862,83
2000,500,1000,3,0.6389265701174736,0.6467625971902542,0.6466058774907142,72
2000,500,1000,4,0.632950688401858,0.6519532556489079,0.6514971950333566,55
5000,500,1000,0,0.6709961146116257,0.6778357779541537,0.6776921433699318,30
5000,500,1000,1,0.7165156674796137,0.6742135123661446,0.675440273810178,23
5000,500,1000,2,0.654764391043607,0.6735962297699186,0.6732760907392948,18
5000,500,1000,3,0.6745622977614403,0.6750174593103608,0.675003801945597,38
5000,500,1000,4,0.6715739205479622,0.673722094403023,0.6736576480790972,41
7000,500,1000,0,0.7413510133822759,0.6772461243710701,0.6791692710786592,10
7000,500,1000,1,0.7197187698405721,0.686924957379531,0.6876792161948979,13
7000,500,1000,2,0.6961772087074461,0.695329102203326,0.6953469119295478,6
7000,500,1000,3,0.6326266213737685,0.6823561295606081,0.6809139726851136,6
7000,500,1000,4,0.6403371659107506,0.6889031933666754,0.6873490800559521,4
