feature_type,n_train,n_val,n_test,seed,pos_metric,neg_metric,overall_metric,best_epoch
ecfp+bert,1000,500,1000,0,0.5004271178534536,0.5948537647307127,0.5917376854689792,48
ecfp+bert,1000,500,1000,1,0.5244247615337372,0.6076192108547772,0.6064544897153974,47
ecfp+bert,1000,500,1000,2,0.49006649823142934,0.5751312964574818,0.5729196109883488,3
ecfp+bert,1000,500,1000,3,0.5118980479817237,0.5936992428456774,0.5911634067026899,22
ecfp+bert,1000,500,1000,4,0.4916938197399889,0.5851954147799339,0.5825773701039143,3
ecfp+bert,2000,500,1000,0,0.6017589061348526,0.6358058996467956,0.6348866305947304,48
ecfp+bert,2000,500,1000,1,0.5442916408733085,0.6388513832482273,0.6362982686543838,42
ecfp+bert,2000,500,1000,2,0.563864603638649,0.6309827418083632,0.6297746149338782,36
ecfp+bert,2000,500,1000,3,0.476447079153288,0.6471576437799296,0.6435727222934365,31
ecfp+bert,2000,500,1000,4,0.568164223938116,0.6207711434165695,0.6192981523086782,42
ecfp+bert,5000,500,1000,0,0.7133026326957502,0.6680480110668838,0.6689078485332429,15
ecfp+bert,5000,500,1000,1,0.6422140581103472,0.6715515833692262,0.6707888096384704,12
ecfp+bert,5000,500,1000,2,0.686519538362821,0.6807964434875687,0.6808994601489976,16
ecfp+bert,5000,500,1000,3,0.7247475996613503,0.6655203128982451,0.6672971312850714,9
ecfp+bert,5000,500,1000,4,0.6400016455186738,0.6731419576451769,0.6719489090684801,16
ecfp+bert,7000,500,1000,0,0.6189092632669669,0.6759028714389236,0.6744210386807099,5
ecfp+bert,7000,500,1000,1,0.7085892316840944,0.6735434705309239,0.674279430520488,4
ecfp+bert,7000,500,1000,2,0.6954993829131126,0.6765236421809617,0.6769411079676356,7
ecfp+bert,7000,500,1000,3,0.637458893780907,0.6931187849485633,0.6917829487601411,5
ecfp+bert,7000,500,1000,4,0.6655589432820029,0.6858696946845664,0.6854025489697233,16
ecfp+flag,500,500,1000,0,0.44858024743470276,0.5613987090590005,0.5576756999371574,120
ecfp+flag,500,500,1000,1,0.46237622380256654,0.557148588911081,0.5547792783454061,61
ecfp+flag,500,500,1000,2,0.4045809358358383,0.520752802537612,0.5187778816418722,3
ecfp+flag,500,500,1000,3,0.4660385171882808,0.5493963899905959,0.5467289371496227,43
ecfp+flag,500,500,1000,4,0.5293028855865652,0.5648947416715218,0.5641117216423154,53
ecfp+flag,1000,500,1000,0,0.4187342887320979,0.5685461243959345,0.5636023315890343,3
ecfp+flag,1000,500,1000,1,0.5632020788533347,0.610984406725392,0.610315450320486,68
ecfp+flag,1000,500,1000,2,0.5580679052151166,0.6008228008870563,0.5997111736349762,79
ecfp+flag,1000,500,1000,3,0.5343222719046378,0.6060145528452668,0.6037920928774402,86
ecfp+flag,1000,500,1000,4,0.5201945988727468,0.6089016494988905,0.606417852960527,82
ecfp+flag,2000,500,1000,0,0.5717532794784617,0.6009406108803519,0.6001525510586798,2
ecfp+flag,2000,500,1000,1,0.46960801872666236,0.6121677233246974,0.608318611050956,2
ecfp+flag,2000,500,1000,2,0.5255659197767576,0.6046807288710035,0.6032566612102092,2
ecfp+flag,2000,500,1000,3,0.4666095556957381,0.6409170389921234,0.6372565807700157,44
ecfp+flag,2000,500,1000,4,0.5414792629224914,0.6161755376826941,0.6140840429412201,46
ecfp+flag,5000,500,1000,0,0.6861189737131721,0.6570326595906089,0.6575853014998138,3
ecfp+flag,5000,500,1000,1,0.6265268337268096,0.6613339560634209,0.6604289693422616,3
ecfp+flag,5000,500,1000,2,0.6886656797594495,0.668742861750473,0.6691014747694135,19
ecfp+flag,5000,500,1000,3,0.6949177066485087,0.6537810984499676,0.6550151966512203,3
ecfp+flag,5000,500,1000,4,0.6091081951227453,0.6556703073641138,0.6539940700829029,3
ecfp+flag,7000,500,1000,0,0.6128942977923614,0.6661669050498237,0.6647818163111806,4
ecfp+flag,7000,500,1000,1,0.7181260926382882,0.6613286535671329,0.6625213971203193,4
ecfp+flag,7000,500,1000,2,0.6963003911077976,0.6685103329826062,0.6691217132853344,4
ecfp+flag,7000,500,1000,3,0.615509162346522,0.6762100967242703,0.6747532769329846,3
ecfp+flag,7000,500,1000,4,0.6586438274901846,0.6754326841039936,0.6750465419283137,3
rdkit2d+rdkit3d,500,500,1000,0,0.33536768320835,0.5230487004854748,0.5168552234880626,4
rdkit2d+rdkit3d,500,500,1000,1,0.4650685894489288,0.5226134520812104,0.5211748288911767,4
rdkit2d+rdkit3d,500,500,1000,2,0.3530384963926147,0.517879496583391,0.5150771995875985,4
rdkit2d+rdkit3d,500,500,1000,3,0.40017734887078404,0.5077836380998242,0.5043402373436838,4
rdkit2d+rdkit3d,500,500,1000,4,0.34614934806119313,0.5202891122214572,0.5164580379780382,3
rdkit2d+rdkit3d,1000,500,1000,0,0.4205803909536564,0.5498590438829922,0.5455928493682295,3
rdkit2d+rdkit3d,1000,500,1000,1,0.5105410037296159,0.5700578504654298,0.5692246130616404,3
rdkit2d+rdkit3d,1000,500,1000,2,0.4745808963019114,0.5536466765827229,0.5515909662209597,3
rdkit2d+rdkit3d,1000,500,1000,3,0.4566808924559624,0.5575182374655216,0.5543922802358866,4
rdkit2d+rdkit3d,1000,500,1000,4,0.43871631127383026,0.5585647324759344,0.5552089764419943,3
rdkit2d+rdkit3d,2000,500,1000,0,0.5553413105231745,0.5916901881876425,0.5907087670974434,4
rdkit2d+rdkit3d,2000,500,1000,1,0.4779745439688365,0.6049775098309779,0.6015484289368614,3
rdkit2d+rdkit3d,2000,500,1000,2,0.49294540617201066,0.5955874218449922,0.5937398647619412,4
rdkit2d+rdkit3d,2000,500,1000,3,0.4567942289369447,0.6113456369770559,0.6081000567553565,4
rdkit2d+rdkit3d,2000,500,1000,4,0.5041871778666973,0.5917255745495482,0.5892744994573295,3
rdkit2d+rdkit3d,5000,500,1000,0,0.6890578285643929,0.6540583628348466,0.6547233530580997,9
rdkit2d+rdkit3d,5000,500,1000,1,0.5976126583722922,0.6581048402109124,0.6565320424512029,8
rdkit2d+rdkit3d,5000,500,1000,2,0.6818351431025399,0.6601403351804875,0.6605308395624161,10
rdkit2d+rdkit3d,5000,500,1000,3,0.7142418384552002,0.6473287234658894,0.6493361171223223,7
rdkit2d+rdkit3d,5000,500,1000,4,0.6035258720318476,0.6569642671924935,0.6550404863338918,13
rdkit2d+rdkit3d,7000,500,1000,0,0.6378774989682895,0.6674147687729991,0.6666468014121055,10
rdkit2d+rdkit3d,7000,500,1000,1,0.6861073403131395,0.6661843018457902,0.6666026857690885,8
rdkit2d+rdkit3d,7000,500,1000,2,0.6757327047261324,0.6675877946986987,0.6677669827900827,16
rdkit2d+rdkit3d,7000,500,1000,3,0.6367019005119801,0.6749224757554284,0.6740051829852164,9
rdkit2d+rdkit3d,7000,500,1000,4,0.6533061084539994,0.6707600119391203,0.6703585713319481,8
rdkit2d+bert,500,500,1000,0,0.36365609751506284,0.5068120086992269,0.5020878637158311,3
rdkit2d+bert,500,500,1000,1,0.44672949612140656,0.5139514659669919,0.5122709162887186,3
rdkit2d+bert,500,500,1000,2,0.34625432947102713,0.5040536261014905,0.5013710398562252,3
rdkit2d+bert,500,500,1000,3,0.4101736523443833,0.5017628258186554,0.4988319722414017,3
rdkit2d+bert,500,500,1000,4,0.4686323675242337,0.5092856233495769,0.5083912519002334,3
rdkit2d+bert,1000,500,1000,0,0.4252633669159629,0.5383735575117056,0.5346409205254168,3
rdkit2d+bert,1000,500,1000,1,0.4673830292054585,0.5594865896769291,0.5581971401167102,3
rdkit2d+bert,1000,500,1000,2,0.44927319196554333,0.5394887172246975,0.5371431127390824,3
rdkit2d+bert,1000,500,1000,3,0.45732149433705116,0.5410156247907167,0.5384211062288378,3
rdkit2d+bert,1000,500,1000,4,0.39063321107200216,0.5581969166942968,0.553505133420229,3
rdkit2d+bert,2000,500,1000,0,0.5820704676486828,0.5870515294956907,0.5869170393208042,3
rdkit2d+bert,2000,500,1000,1,0.4886041211861151,0.5969896718934092,0.594063261811505,2
rdkit2d+bert,2000,500,1000,2,0.4633689961499638,0.5827513133420357,0.580602431550622,3
rdkit2d+bert,2000,500,1000,3,0.43902221463975455,0.5980022357628358,0.5946636565523222,3
rdkit2d+bert,2000,500,1000,4,0.5125215495271342,0.5764673182705117,0.5746768375615356,3
rdkit2d+bert,5000,500,1000,0,0.718219866878108,0.6490394084013725,0.6503538375371136,4
rdkit2d+bert,5000,500,1000,1,0.608638183428691,0.6471140201507591,0.6461136482693255,8
rdkit2d+bert,5000,500,1000,2,0.6878611312972175,0.6508485065221165,0.6515147328218445,5
rdkit2d+bert,5000,500,1000,3,0.6920047889153162,0.64449563283046,0.6459209060776048,9
rdkit2d+bert,5000,500,1000,4,0.6080910803543197,0.6507869507282725,0.6492498998930678,12
rdkit2d+bert,7000,500,1000,0,0.6057028220250056,0.6608781768907879,0.6594436173737049,6
rdkit2d+bert,7000,500,1000,1,0.6845021304630098,0.6607854632076648,0.6612835128959268,11
rdkit2d+bert,7000,500,1000,2,0.6794273473999717,0.6633937285740713,0.6637464678138495,11
rdkit2d+bert,7000,500,1000,3,0.6135395094752312,0.6700329361900927,0.6686770941035356,14
rdkit2d+bert,7000,500,1000,4,0.6752158325651417,0.6734353774088981,0.6734763281382621,5
rdkit2d+flag,500,500,1000,0,0.4240524852366159,0.527375869028224,0.5239661936638876,3
rdkit2d+flag,500,500,1000,1,0.384181450009346,0.5267311020692189,0.523167359251529,3
rdkit2d+flag,500,500,1000,2,0.3367758407531416,0.5223317415304747,0.5191772927194834,3
rdkit2d+flag,500,500,1000,3,0.3842721744440496,0.5151081110928294,0.5109213626262499,3
rdkit2d+flag,500,500,1000,4,0.49512223222038965,0.5205665141599279,0.520006740225479,4
rdkit2d+flag,1000,500,1000,0,0.4174977091677261,0.5592260830034045,0.5545490457913839,3
rdkit2d+flag,1000,500,1000,1,0.47165296758924213,0.5812010034865891,0.5796673313677311,3
rdkit2d+flag,1000,500,1000,2,0.5044186906172679,0.5644676938014261,0.5629064200636931,3
rdkit2d+flag,1000,500,1000,3,0.47047643243305143,0.5662057051738826,0.5632380992239341,3
rdkit2d+flag,1000,500,1000,4,0.4328825455158949,0.5746711956197205,0.5707011133646592,3
rdkit2d+flag,2000,500,1000,0,0.5885452572946195,0.6102259999422504,0.6096406213101,4
rdkit2d+flag,2000,500,1000,1,0.5055644299696993,0.6109794418830979,0.6081332344752737,5
rdkit2d+flag,2000,500,1000,2,0.5104762112928761,0.6087186243328173,0.606950261766091,3
rdkit2d+flag,2000,500,1000,3,0.4507892316295987,0.6244808157665146,0.6208332935576145,3
rdkit2d+flag,2000,500,1000,4,0.512204930718456,0.6060826992481916,0.6034541214946657,3
rdkit2d+flag,5000,500,1000,0,0.7173787104456049,0.6655353990636925,0.6665204212963581,10
rdkit2d+flag,5000,500,1000,1,0.6041369420977739,0.6711196529201386,0.6693781000676099,5
rdkit2d+flag,5000,500,1000,2,0.6925522519482507,0.6725873663678174,0.6729467336675152,6
rdkit2d+flag,5000,500,1000,3,0.7183561861515045,0.6590290214501552,0.6608088367264717,11
