feature_type,n_train,n_val,n_test,seed,pos_metric,neg_metric,overall_metric,best_epoch
rdkit2d+flag,5000,500,1000,4,0.602305875470241,0.6641119703673661,0.6618869506716728,11
rdkit2d+flag,7000,500,1000,0,0.6209611950012354,0.6745647491592708,0.6731710577048361,8
rdkit2d+flag,7000,500,1000,1,0.6968014850502923,0.6728289666028162,0.6733323920271359,9
rdkit2d+flag,7000,500,1000,2,0.6997085796161131,0.6747028287552518,0.6752529575861991,13
rdkit2d+flag,7000,500,1000,3,0.6134042727450529,0.6885841611971254,0.6867798439860344,7
rdkit2d+flag,7000,500,1000,4,0.6817761452301688,0.6817010459809458,0.6817027727174573,9
rdkit3d+bert,500,500,1000,0,0.3682586139801777,0.5106377280620625,0.5059392164628953,3
rdkit3d+bert,500,500,1000,1,0.47307866930961606,0.5141015449949564,0.513075972976163,3
rdkit3d+bert,500,500,1000,2,0.3054834586732528,0.5059165951884934,0.5025092337527313,3
rdkit3d+bert,500,500,1000,3,0.34666844562161714,0.4960760690696626,0.49129502424644306,3
rdkit3d+bert,500,500,1000,4,0.3810141801156781,0.5115879307120585,0.5087153088098858,3
rdkit3d+bert,1000,500,1000,0,0.41588233546777204,0.5378548856882422,0.5338297904469073,3
rdkit3d+bert,1000,500,1000,1,0.47251562029123306,0.5579016842198337,0.556706279322505,3
rdkit3d+bert,1000,500,1000,2,0.4638010478363587,0.5430216693015314,0.5409619320705533,3
rdkit3d+bert,1000,500,1000,3,0.458658927510823,0.5450553934784728,0.5423771032895893,3
rdkit3d+bert,1000,500,1000,4,0.41276225075125694,0.5487443338523891,0.5449368347097189,3
rdkit3d+bert,2000,500,1000,0,0.5408688160004439,0.5758283104334038,0.5748844071682543,3
rdkit3d+bert,2000,500,1000,1,0.4708198760118749,0.5832570120022237,0.5802212091665715,2
rdkit3d+bert,2000,500,1000,2,0.4676251287261645,0.5745502420152915,0.5726255879942328,2
rdkit3d+bert,2000,500,1000,3,0.4181799242893855,0.597340160004787,0.5935777950286866,2
rdkit3d+bert,2000,500,1000,4,0.46027158187436207,0.572589655876267,0.5694447500277311,3
rdkit3d+bert,5000,500,1000,0,0.6824431309574529,0.6323661061343675,0.6333175705289468,4
rdkit3d+bert,5000,500,1000,1,0.595848332803983,0.6337301602216104,0.6327452325001359,5
rdkit3d+bert,5000,500,1000,2,0.6342897233035829,0.6363089146735545,0.6362725673923268,7
rdkit3d+bert,5000,500,1000,3,0.702284703652064,0.626461598816683,0.6287362914439291,3
rdkit3d+bert,5000,500,1000,4,0.5681451447308064,0.6362126869462523,0.6337622580230236,5
rdkit3d+bert,7000,500,1000,0,0.5945456990828881,0.6429437624330745,0.6416854139408097,7
rdkit3d+bert,7000,500,1000,1,0.6526108767305102,0.6356193661286407,0.6359761853255331,7
rdkit3d+bert,7000,500,1000,2,0.6696431501345201,0.6468543860383317,0.647355739839375,12
rdkit3d+bert,7000,500,1000,3,0.5752585592369238,0.6598032239030619,0.6577741519799456,6
rdkit3d+bert,7000,500,1000,4,0.6526733086160992,0.6559304703644714,0.6558555567711591,4
rdkit3d+flag,500,500,1000,0,0.36174345750248793,0.5059005589710285,0.5011433732740115,4
rdkit3d+flag,500,500,1000,1,0.383577039539814,0.5167876342951487,0.5134573697261512,4
rdkit3d+flag,500,500,1000,2,0.3387950566761634,0.509195260487313,0.5062984585801605,4
rdkit3d+flag,500,500,1000,3,0.40279551898129284,0.5016140061164128,0.49845181563217195,4
rdkit3d+flag,500,500,1000,4,0.45848835530606186,0.5095147451801046,0.5083921626619995,4
rdkit3d+flag,1000,500,1000,0,0.36180096751812735,0.5428385314682832,0.536864291831851,3
rdkit3d+flag,1000,500,1000,1,0.47235499748161863,0.5621270333543329,0.5608702245056629,3
rdkit3d+flag,1000,500,1000,2,0.4199910006270959,0.5413868722067936,0.5382305799182504,3
rdkit3d+flag,1000,500,1000,3,0.4020126827301518,0.540433844219378,0.5361427880492993,3
rdkit3d+flag,1000,500,1000,4,0.4747342017612287,0.5409277368398238,0.5390743163004518,3
rdkit3d+flag,2000,500,1000,0,0.5284921891159482,0.5814061698811043,0.5799774903142825,4
rdkit3d+flag,2000,500,1000,1,0.43421044531795716,0.5887284900108687,0.584556502610445,5
rdkit3d+flag,2000,500,1000,2,0.46082839452558094,0.5787377350787251,0.5766153659131378,4
rdkit3d+flag,2000,500,1000,3,0.41540130227804184,0.5923443551287252,0.5886285526504799,4
rdkit3d+flag,2000,500,1000,4,0.4569306751447065,0.5766748092812773,0.5733219730451238,5
rdkit3d+flag,5000,500,1000,0,0.6696177689652694,0.6384943295251218,0.6390856726504862,6
rdkit3d+flag,5000,500,1000,1,0.5794667343680675,0.6394529878874204,0.6378933448004537,7
rdkit3d+flag,5000,500,1000,2,0.6721665031380124,0.6389450398046151,0.639543026193045,7
rdkit3d+flag,5000,500,1000,3,0.7034616500139237,0.6248136379786038,0.6271730762533844,6
rdkit3d+flag,5000,500,1000,4,0.5882591874235206,0.6297000166873111,0.6282081449488178,11
rdkit3d+flag,7000,500,1000,0,0.6259274795078315,0.6473894049576053,0.6468313950300216,11
rdkit3d+flag,7000,500,1000,1,0.6917280157407125,0.6481946323398002,0.6491088330484927,9
rdkit3d+flag,7000,500,1000,2,0.6768450222232125,0.6478479325121168,0.6484858690669062,10
rdkit3d+flag,7000,500,1000,3,0.599264291425546,0.6523409868878233,0.6510671467331703,9
rdkit3d+flag,7000,500,1000,4,0.6336361150378766,0.651287275600984,0.6508813011879101,7
bert+flag,500,500,1000,0,0.3598873366912206,0.49167253666739397,0.487323623443488,3
bert+flag,500,500,1000,1,0.3910826003551483,0.4842580935331539,0.4819287061757641,3
bert+flag,500,500,1000,2,0.30917103983023586,0.4786767166426229,0.47579512167163196,3
bert+flag,500,500,1000,3,0.3236599867232144,0.4759842719650497,0.47110989483850424,3
bert+flag,500,500,1000,4,0.4608848413283175,0.48454721772887105,0.4840266446620226,2
bert+flag,1000,500,1000,0,0.3531340252269398,0.5074658547571428,0.5023729028208181,3
bert+flag,1000,500,1000,1,0.44319230743816923,0.5366832403160072,0.5353743668813259,3
bert+flag,1000,500,1000,2,0.4334317546051282,0.5154197131583823,0.513288025394082,3
bert+flag,1000,500,1000,3,0.42662974747438587,0.5169470033419037,0.5141471689911559,3
bert+flag,1000,500,1000,4,0.39489514021469013,0.5267072831109979,0.5230165413962677,2
bert+flag,2000,500,1000,0,0.5177648067474365,0.553304554821822,0.5523449806589633,2
bert+flag,2000,500,1000,1,0.4700719656215774,0.5640419379064769,0.5615047489453573,2
bert+flag,2000,500,1000,2,0.471372675564554,0.5571137205375142,0.5555703804166987,2
bert+flag,2000,500,1000,3,0.449625902764854,0.5565703085379198,0.554324474370107,3
bert+flag,2000,500,1000,4,0.4642267396141376,0.5458350560547393,0.5435500223636627,3
bert+flag,5000,500,1000,0,0.6836697914098439,0.60954848599642,0.6109567927867174,5
bert+flag,5000,500,1000,1,0.5680874574642915,0.620713735802493,0.6193454525098204,6
bert+flag,5000,500,1000,2,0.644363241063224,0.6187537046170237,0.6192146748686209,6
bert+flag,5000,500,1000,3,0.6498043785492579,0.6103218118391317,0.611506287551485,4
bert+flag,5000,500,1000,4,0.5844319173031383,0.6140791443992923,0.6130118440226652,5
bert+flag,7000,500,1000,0,0.5422307132528379,0.6289483018781706,0.6266936420779675,6
bert+flag,7000,500,1000,1,0.6977873472940355,0.6211303541507187,0.6227401508875191,6
bert+flag,7000,500,1000,2,0.635389966043559,0.6309221132671754,0.6310204057749361,6
bert+flag,7000,500,1000,3,0.6276980862021446,0.6414140970885113,0.6410849126186222,4
bert+flag,7000,500,1000,4,0.6807555776575337,0.6367847729605854,0.6377961008390411,5
ecfp+rdkit2d+rdkit3d,500,500,1000,0,0.401853750149409,0.5524098374288541,0.5474414882110432,3
ecfp+rdkit2d+rdkit3d,500,500,1000,1,0.5163671374320984,0.5606785002064246,0.5595707138832658,3
ecfp+rdkit2d+rdkit3d,500,500,1000,2,0.36689402688952055,0.5499852919195033,0.5468727403860539,3
ecfp+rdkit2d+rdkit3d,500,500,1000,3,0.4612298753345385,0.5413097275641346,0.5387471700501628,4
ecfp+rdkit2d+rdkit3d,500,500,1000,4,0.4696660800413652,0.5759817865660037,0.5736428413800895,52
ecfp+rdkit2d+rdkit3d,1000,500,1000,0,0.39402743496678094,0.5881382114149923,0.5817325565149076,3
ecfp+rdkit2d+rdkit3d,1000,500,1000,1,0.5621807639087949,0.6246819370190101,0.6238069211430848,82
ecfp+rdkit2d+rdkit3d,1000,500,1000,2,0.5304987052312264,0.5861634280957144,0.5847161455340684,3
ecfp+rdkit2d+rdkit3d,1000,500,1000,3,0.5253825553001896,0.610274046601322,0.6076424085455947,56
ecfp+rdkit2d+rdkit3d,1000,500,1000,4,0.48970193575535503,0.6093975997993669,0.6060461204238236,23
ecfp+rdkit2d+rdkit3d,2000,500,1000,0,0.6008353707966981,0.6200101431593191,0.6194924246780574,2
ecfp+rdkit2d+rdkit3d,2000,500,1000,1,0.486642081980352,0.6322408275877844,0.6283096583709121,2
ecfp+rdkit2d+rdkit3d,2000,500,1000,2,0.5159055549237463,0.6184149683555569,0.6165697972821071,2
ecfp+rdkit2d+rdkit3d,2000,500,1000,3,0.4722614905663899,0.6518280815858245,0.6480571833457798,33
ecfp+rdkit2d+rdkit3d,2000,500,1000,4,0.5528646196637835,0.62815174782733,0.626043708641082,39
ecfp+rdkit2d+rdkit3d,5000,500,1000,0,0.6908124057870162,0.6763082117195433,0.6765837914254517,11
ecfp+rdkit2d+rdkit3d,5000,500,1000,1,0.6395989644985932,0.6758399663122038,0.6748976993784308,15
ecfp+rdkit2d+rdkit3d,5000,500,1000,2,0.7096247722705206,0.6770734468497746,0.6776593689154834,13
ecfp+rdkit2d+rdkit3d,5000,500,1000,3,0.7206706295410792,0.6667084202295188,0.6683272863822057,15
ecfp+rdkit2d+rdkit3d,5000,500,1000,4,0.6357457037601206,0.6772658125839401,0.6757710889009759,17
ecfp+rdkit2d+rdkit3d,7000,500,1000,0,0.6465940280602529,0.6776332572270835,0.6768262345679105,7
ecfp+rdkit2d+rdkit3d,7000,500,1000,1,0.7069572040012905,0.6749896463383688,0.6756609642073745,9
ecfp+rdkit2d+rdkit3d,7000,500,1000,2,0.7137684686617418,0.684830546035319,0.6854671799568459,6
ecfp+rdkit2d+rdkit3d,7000,500,1000,3,0.6345134526491165,0.6951612225298571,0.693705674149096,4
ecfp+rdkit2d+rdkit3d,7000,500,1000,4,0.6568565148374309,0.6865777168747041,0.6858941303882747,4
ecfp+rdkit2d+bert,500,500,1000,0,0.44146123212395294,0.5422995816165005,0.5389719156324864,3
ecfp+rdkit2d+bert,500,500,1000,1,0.47750245630741117,0.5448716017636709,0.5431873730676597,3
ecfp+rdkit2d+bert,500,500,1000,2,0.37857497067135926,0.5373740275167801,0.5346744454056025,3
ecfp+rdkit2d+bert,500,500,1000,3,0.4098179009743035,0.5306285368812593,0.526762596688699,3
ecfp+rdkit2d+bert,500,500,1000,4,0.5042902366681532,0.5391477351048333,0.538380868928507,3
ecfp+rdkit2d+bert,1000,500,1000,0,0.4381703996297085,0.6042554609346538,0.5987746554017067,53
ecfp+rdkit2d+bert,1000,500,1000,1,0.5513877081019538,0.6192387308581575,0.6182888170685619,54
ecfp+rdkit2d+bert,1000,500,1000,2,0.5010741401750308,0.60609454173763,0.6033640118446201,49
ecfp+rdkit2d+bert,1000,500,1000,3,0.5473933479478282,0.6070153694663841,0.6051670861064049,40
ecfp+rdkit2d+bert,1000,500,1000,4,0.517281041613647,0.6147459247532787,0.6120169074442238,67
ecfp+rdkit2d+bert,2000,500,1000,0,0.6194059368636873,0.6394834101098644,0.6389413187196479,31
ecfp+rdkit2d+bert,2000,500,1000,1,0.5217733184496561,0.6313929838058515,0.6284332536384464,2
ecfp+rdkit2d+bert,2000,500,1000,2,0.5614131838083267,0.6363052181110485,0.63495716034621,34
ecfp+rdkit2d+bert,2000,500,1000,3,0.5041545189562298,0.6485128427367653,0.6454813219755888,56
ecfp+rdkit2d+bert,2000,500,1000,4,0.5498432788465705,0.6323191672831835,0.6300098413042724,53
ecfp+rdkit2d+bert,5000,500,1000,0,0.7160325332691795,0.6788625218691903,0.6795687508229167,13
ecfp+rdkit2d+bert,5000,500,1000,1,0.6488987780534304,0.674923806043927,0.6742471558544785,9
ecfp+rdkit2d+bert,5000,500,1000,2,0.6864216658804152,0.6836150968561134,0.6836656160000711,16
ecfp+rdkit2d+bert,5000,500,1000,3,0.7317040373881658,0.6734771913916027,0.6752239964641631,16
ecfp+rdkit2d+bert,5000,500,1000,4,0.6573621705174446,0.6791964715309982,0.6784104356216267,9
ecfp+rdkit2d+bert,7000,500,1000,0,0.6571346681851608,0.6832625636318411,0.6825832376461476,8
ecfp+rdkit2d+bert,7000,500,1000,1,0.7301615121818724,0.6772231282965985,0.6783348354012705,7
ecfp+rdkit2d+bert,7000,500,1000,2,0.6958222964947874,0.6879937123994825,0.6881659431606532,8
ecfp+rdkit2d+bert,7000,500,1000,3,0.6504620711008707,0.6969051369834218,0.6957905046259985,5
ecfp+rdkit2d+bert,7000,500,1000,4,0.7018136537593344,0.6912687708496925,0.6915113046579063,7
ecfp+rdkit2d+flag,500,500,1000,0,0.4344552671819022,0.551016699414866,0.5471701712552458,3
ecfp+rdkit2d+flag,500,500,1000,1,0.4885183668136597,0.5493763671910915,0.5478549165148288,3
ecfp+rdkit2d+flag,500,500,1000,2,0.43191108151393776,0.5525394697178113,0.5504887882098556,3
ecfp+rdkit2d+flag,500,500,1000,3,0.4458236750215292,0.5387095101944975,0.5357371618445032,3
ecfp+rdkit2d+flag,500,500,1000,4,0.5532456927678802,0.5529421654916492,0.5529488428682089,3
ecfp+rdkit2d+flag,1000,500,1000,0,0.5070760895808538,0.6091144544639718,0.6057471882998944,44
ecfp+rdkit2d+flag,1000,500,1000,1,0.5266843544585365,0.6141388361374366,0.6129144736751914,24
ecfp+rdkit2d+flag,1000,500,1000,2,0.5529041932179377,0.5872122956940893,0.586320284275338,2
ecfp+rdkit2d+flag,1000,500,1000,3,0.5491817439756086,0.6119883719656781,0.6100413640430197,38
ecfp+rdkit2d+flag,1000,500,1000,4,0.49787315140877453,0.615458937428907,0.6121665345709771,42
ecfp+rdkit2d+flag,2000,500,1000,0,0.640805975706489,0.6388725238294175,0.6389247261360288,42
ecfp+rdkit2d+flag,2000,500,1000,1,0.5248388733576845,0.6268593776058923,0.6241048242924735,2
ecfp+rdkit2d+flag,2000,500,1000,2,0.5581718873646524,0.6257721506696491,0.6245553456246853,2
ecfp+rdkit2d+flag,2000,500,1000,3,0.49531833756537663,0.6514138999253328,0.648135894080624,56
ecfp+rdkit2d+flag,2000,500,1000,4,0.5687400203730378,0.6261330316391287,0.6245260274559259,37
ecfp+rdkit2d+flag,5000,500,1000,0,0.7107849403431541,0.6784087502825759,0.679023901110515,17
ecfp+rdkit2d+flag,5000,500,1000,1,0.654115501504678,0.6773354504295688,0.6767317330539226,4
ecfp+rdkit2d+flag,5000,500,1000,2,0.6810079150729709,0.6774820480040462,0.6775455132164061,8
ecfp+rdkit2d+flag,5000,500,1000,3,0.7241552422444025,0.671198555957718,0.6727872565314174,3
ecfp+rdkit2d+flag,5000,500,1000,4,0.6423158173759779,0.6711549333130546,0.6701167269088328,13
ecfp+rdkit2d+flag,7000,500,1000,0,0.6280624425181975,0.6754163845463271,0.6741851792819799,7
ecfp+rdkit2d+flag,7000,500,1000,1,0.7235037358034224,0.6764082568952104,0.6773972623732407,3
ecfp+rdkit2d+flag,7000,500,1000,2,0.6815723085945303,0.683449537239984,0.6834082384854555,3
ecfp+rdkit2d+flag,7000,500,1000,3,0.6363709059854349,0.690748982850966,0.6894439082890749,5
ecfp+rdkit2d+flag,7000,500,1000,4,0.6741276564805404,0.68667459569513,0.6863860140964388,3
ecfp+rdkit3d+bert,500,500,1000,0,0.41532304002480075,0.5388738903753467,0.534796710547991,3
ecfp+rdkit3d+bert,500,500,1000,1,0.4750987100601196,0.548713965973793,0.5468735823929309,3
ecfp+rdkit3d+bert,500,500,1000,2,0.3638895632808699,0.5410264288762154,0.5380151033103466,3
ecfp+rdkit3d+bert,500,500,1000,3,0.38545203721150756,0.5253366705189914,0.5208603609073907,3
ecfp+rdkit3d+bert,500,500,1000,4,0.38410507278008893,0.5398292901667677,0.5364033571979963,3
ecfp+rdkit3d+bert,1000,500,1000,0,0.4101589701392434,0.5746752252058736,0.5692461880957708,3
ecfp+rdkit3d+bert,1000,500,1000,1,0.558377131819725,0.6164563057101643,0.61564319614321,50
ecfp+rdkit3d+bert,1000,500,1000,2,0.5125199215343366,0.5833792764142737,0.5815369337722659,3
ecfp+rdkit3d+bert,1000,500,1000,3,0.5477322916830739,0.6154552748305093,0.6133558608367458,79
ecfp+rdkit3d+bert,1000,500,1000,4,0.49264893255063463,0.6144450306087549,0.6110347391851246,83
ecfp+rdkit3d+bert,2000,500,1000,0,0.6115391982926263,0.6384099825052784,0.6376844690516591,42
ecfp+rdkit3d+bert,2000,500,1000,1,0.49465372799723234,0.6302572548964213,0.6265959603497758,2
ecfp+rdkit3d+bert,2000,500,1000,2,0.5639916915032599,0.6298413663313491,0.6286560718081892,40
ecfp+rdkit3d+bert,2000,500,1000,3,0.4694886477220626,0.6501325321316233,0.646339011464268,52
ecfp+rdkit3d+bert,2000,500,1000,4,0.5482812103416238,0.6278744256480812,0.6256458158802707,54
ecfp+rdkit3d+bert,5000,500,1000,0,0.6990438997745514,0.6717181402760787,0.6722373312413692,11
ecfp+rdkit3d+bert,5000,500,1000,1,0.6392104694476495,0.6827405564605548,0.6816087749544532,6
ecfp+rdkit3d+bert,5000,500,1000,2,0.6965139011542002,0.6818840192287569,0.6821473568389192,14
ecfp+rdkit3d+bert,5000,500,1000,3,0.7225403219461441,0.6676828108675125,0.6693285336494446,13
ecfp+rdkit3d+bert,5000,500,1000,4,0.6468602174686061,0.674619351221921,0.673620022719726,23
ecfp+rdkit3d+bert,7000,500,1000,0,0.6456414088606834,0.6770035472623928,0.6761881322339177,9
ecfp+rdkit3d+bert,7000,500,1000,1,0.731661000422069,0.6762073972829714,0.6773719209055707,7
ecfp+rdkit3d+bert,7000,500,1000,2,0.7078287195075642,0.6819829210917063,0.6825515303183347,7
ecfp+rdkit3d+bert,7000,500,1000,3,0.6261307715127865,0.6947327684935518,0.6930863222666085,9
ecfp+rdkit3d+bert,7000,500,1000,4,0.6578441022530847,0.6937653014427785,0.6929391130302102,4
ecfp+rdkit3d+flag,500,500,1000,0,0.42398129561633774,0.5470891744379944,0.5430266129001975,3
ecfp+rdkit3d+flag,500,500,1000,1,0.5229255253076553,0.5570417132820839,0.5561888097003103,3
ecfp+rdkit3d+flag,500,500,1000,2,0.38746949592057395,0.5416607826319073,0.5390395328700542,3
ecfp+rdkit3d+flag,500,500,1000,3,0.44461261632386595,0.5376078278400689,0.5346319811311551,3
ecfp+rdkit3d+flag,500,500,1000,4,0.4988403889265927,0.5496962597795547,0.5485774310976267,3
ecfp+rdkit3d+flag,1000,500,1000,0,0.4635266338785489,0.5843835216975793,0.580395244369749,3
ecfp+rdkit3d+flag,1000,500,1000,1,0.5542021840810776,0.6242453696822056,0.6232647659368813,70
ecfp+rdkit3d+flag,1000,500,1000,2,0.5227907471931897,0.6115089986450374,0.6092023260742426,67
ecfp+rdkit3d+flag,1000,500,1000,3,0.5288118883486717,0.6015627160257495,0.5993074393172283,38
ecfp+rdkit3d+flag,1000,500,1000,4,0.4625722196485315,0.611418444515731,0.6072507489975542,36
ecfp+rdkit3d+flag,2000,500,1000,0,0.6008182217677435,0.6283558397060921,0.6276123236715794,43
ecfp+rdkit3d+flag,2000,500,1000,1,0.48897964755694073,0.6304948096683312,0.6266739001157694,2
ecfp+rdkit3d+flag,2000,500,1000,2,0.5252083241939545,0.6130616324640765,0.6114802729301154,3
ecfp+rdkit3d+flag,2000,500,1000,3,0.43710955800045104,0.6329064266154479,0.6287946909400635,2
ecfp+rdkit3d+flag,2000,500,1000,4,0.5453384228582893,0.6248866255632736,0.6226592752318829,30
ecfp+rdkit3d+flag,5000,500,1000,0,0.7081977677972693,0.6723250547816993,0.6730066380575299,15
ecfp+rdkit3d+flag,5000,500,1000,1,0.6603077294734808,0.6752586233901965,0.6748699018768967,11
ecfp+rdkit3d+flag,5000,500,1000,2,0.6916948970821168,0.6705758110382983,0.6709559530969709,19
ecfp+rdkit3d+flag,5000,500,1000,3,0.7200444906949997,0.6698939703923371,0.6713984827026724,9
ecfp+rdkit3d+flag,5000,500,1000,4,0.6399428264962302,0.6737188831458634,0.6725029464699328,13
ecfp+rdkit3d+flag,7000,500,1000,0,0.6230301834069766,0.6771400481523674,0.6757331902123987,4
ecfp+rdkit3d+flag,7000,500,1000,1,0.737466634739013,0.6744638371537961,0.675786895202731,5
ecfp+rdkit3d+flag,7000,500,1000,2,0.725752114910971,0.6779294284193915,0.6789815286891535,12
ecfp+rdkit3d+flag,7000,500,1000,3,0.6453103280315796,0.6949348370506443,0.6937438529245555,7
ecfp+rdkit3d+flag,7000,500,1000,4,0.6905210678992064,0.6868931038121723,0.686976546561491,5
ecfp+bert+flag,500,500,1000,0,0.437771840077458,0.5347771972028736,0.5315760201718658,3
ecfp+bert+flag,500,500,1000,1,0.4830529034137726,0.5348027953935357,0.5335090461755171,3
ecfp+bert+flag,500,500,1000,2,0.39256396517157555,0.532611427690345,0.5302306199558079,2
ecfp+bert+flag,500,500,1000,3,0.3938293708488345,0.5233380748809583,0.5191937953088491,3
ecfp+bert+flag,500,500,1000,4,0.5179039111191576,0.5356204881835614,0.5352307235253975,3
ecfp+bert+flag,1000,500,1000,0,0.5024885381713058,0.6083721988935566,0.6048780389726162,68
ecfp+bert+flag,1000,500,1000,1,0.5601489990949631,0.616890524483794,0.6160961435046047,88
ecfp+bert+flag,1000,500,1000,2,0.5162892884646471,0.5764940795306981,0.5749287555851043,2
ecfp+bert+flag,1000,500,1000,3,0.5187969226990977,0.6101451788203763,0.6073133853020554,66
ecfp+bert+flag,1000,500,1000,4,0.5053828747144767,0.6035551522808617,0.6008063276708127,32
ecfp+bert+flag,2000,500,1000,0,0.6063675389245704,0.6363322952731617,0.6355232457621023,44
ecfp+bert+flag,2000,500,1000,1,0.5162109536705194,0.6232143261269852,0.6203252333849668,2
ecfp+bert+flag,2000,500,1000,2,0.5692446794774797,0.6225772042570981,0.6216172195933759,20
ecfp+bert+flag,2000,500,1000,3,0.48169462169919697,0.6461875502065783,0.6427332005631179,45
ecfp+bert+flag,2000,500,1000,4,0.5430356341281107,0.6246079655629803,0.6223239394474076,24
ecfp+bert+flag,5000,500,1000,0,0.7164445739043387,0.6778453370628862,0.6785787243733649,11
ecfp+bert+flag,5000,500,1000,1,0.645482130921804,0.6722870138980586,0.6715900869257748,18
ecfp+bert+flag,5000,500,1000,2,0.6980777713987563,0.6735102430648927,0.6739524573381059,23
ecfp+bert+flag,5000,500,1000,3,0.7285861072440942,0.6676795449703163,0.669506741842255,22
ecfp+bert+flag,5000,500,1000,4,0.6476336717605591,0.6748965471631295,0.6739150815177709,13
ecfp+bert+flag,7000,500,1000,0,0.643901985998337,0.6800612734565683,0.6791211296692491,7
ecfp+bert+flag,7000,500,1000,1,0.7382826478708358,0.6752126430622916,0.6765371146794641,5
ecfp+bert+flag,7000,500,1000,2,0.6896533044901761,0.6839645289147467,0.6840896850917488,6
ecfp+bert+flag,7000,500,1000,3,0.624033565322558,0.6928140734356721,0.6911633416330442,6
ecfp+bert+flag,7000,500,1000,4,0.6887552608614382,0.6904221247984602,0.6903837862759828,9
rdkit2d+rdkit3d+bert,500,500,1000,0,0.4052076209900957,0.5232536205877439,0.519358101144433,3
rdkit2d+rdkit3d+bert,500,500,1000,1,0.46684837341308594,0.5273717376952752,0.5258586536403745,3
rdkit2d+rdkit3d+bert,500,500,1000,2,0.33137616997256,0.5204126951037339,0.5171990755744191,3
rdkit2d+rdkit3d+bert,500,500,1000,3,0.3900273855542764,0.507277527044254,0.5035255218469538,3
rdkit2d+rdkit3d+bert,500,500,1000,4,0.45640761947089975,0.5196705642070598,0.5182787777334452,3
rdkit2d+rdkit3d+bert,1000,500,1000,0,0.3767209346547271,0.5477722146949946,0.5421275222040712,3
rdkit2d+rdkit3d+bert,1000,500,1000,1,0.511894941329956,0.570496683104368,0.5696762588182465,3
rdkit2d+rdkit3d+bert,1000,500,1000,2,0.46643684747127384,0.5498278630491981,0.5476596959792077,3
rdkit2d+rdkit3d+bert,1000,500,1000,3,0.4677058703476383,0.5547309359737409,0.5520331571158021,3
rdkit2d+rdkit3d+bert,1000,500,1000,4,0.42935663235506843,0.5602029596029976,0.5565392623152584,3
rdkit2d+rdkit3d+bert,2000,500,1000,0,0.5355404797527525,0.5893061418021203,0.5878544695973397,3
rdkit2d+rdkit3d+bert,2000,500,1000,1,0.4903128147125244,0.593233773622658,0.5904549061786384,3
rdkit2d+rdkit3d+bert,2000,500,1000,2,0.4851071859399478,0.5864786960586693,0.584654008243233,3
rdkit2d+rdkit3d+bert,2000,500,1000,3,0.454786248150326,0.6053256067438803,0.6021642809435725,2
rdkit2d+rdkit3d+bert,2000,500,1000,4,0.4960512582744871,0.5861498022779206,0.5836270403822418,3
rdkit2d+rdkit3d+bert,5000,500,1000,0,0.7090048037077251,0.641991442187132,0.6432646945975721,23
rdkit2d+rdkit3d+bert,5000,500,1000,1,0.6286049284614049,0.6540619888949137,0.6534001055546105,5
rdkit2d+rdkit3d+bert,5000,500,1000,2,0.6970388806528516,0.6551215101674563,0.655876022497192,5
rdkit2d+rdkit3d+bert,5000,500,1000,3,0.7008350680271784,0.6423707751691649,0.6441247029043734,5
rdkit2d+rdkit3d+bert,5000,500,1000,4,0.5970862532655398,0.6544759103978107,0.6524098826348782,14
rdkit2d+rdkit3d+bert,7000,500,1000,0,0.611301817286473,0.6668141675652607,0.6653708459849004,7
rdkit2d+rdkit3d+bert,7000,500,1000,1,0.6939298028037661,0.6628526008723558,0.6635052221874211,12
rdkit2d+rdkit3d+bert,7000,500,1000,2,0.6832196712493896,0.6676078904363001,0.6679513497259468,14
rdkit2d+rdkit3d+bert,7000,500,1000,3,0.6309534621735414,0.6761579941156641,0.6750730857402086,8
rdkit2d+rdkit3d+bert,7000,500,1000,4,0.6734854177288387,0.6725518724737172,0.6725733441840858,5
rdkit2d+rdkit3d+flag,500,500,1000,0,0.3683088263778975,0.5162197943100746,0.5113387305708602,3
rdkit2d+rdkit3d+flag,500,500,1000,1,0.47175119936466214,0.5292679791419934,0.5278300589248538,4
rdkit2d+rdkit3d+flag,500,500,1000,2,0.357977519140524,0.5225838846143331,0.5197855767514556,4
rdkit2d+rdkit3d+flag,500,500,1000,3,0.41335552325472236,0.5154352809441053,0.5121687292549759,4
rdkit2d+rdkit3d+flag,500,500,1000,4,0.4387064684521068,0.5246992015478854,0.5228073621131479,4
rdkit2d+rdkit3d+flag,1000,500,1000,0,0.3653062956802773,0.5510795898668106,0.5449490715982392,3
rdkit2d+rdkit3d+flag,1000,500,1000,1,0.4962161311081478,0.5780622551848632,0.5769164109751582,4
rdkit2d+rdkit3d+flag,1000,500,1000,2,0.4572497967344064,0.5525468334259687,0.5500691079574171,3
rdkit2d+rdkit3d+flag,1000,500,1000,3,0.4277610843700747,0.5582873416570533,0.5542410271745175,3
rdkit2d+rdkit3d+flag,1000,500,1000,4,0.45781437440642286,0.5615105464931869,0.5586070529902354,3
rdkit2d+rdkit3d+flag,2000,500,1000,0,0.5472887528163416,0.5901324589457267,0.5889756773854606,4
rdkit2d+rdkit3d+flag,2000,500,1000,1,0.4553268779483106,0.6050244070070758,0.6009825723385438,3
rdkit2d+rdkit3d+flag,2000,500,1000,2,0.4812716193911102,0.5945948764298665,0.5925550591181964,3
