number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_epochs,params_lr,params_patience,params_weight_decay,state
138,0.2899000644683838,2025-11-27 19:05:29.408504,2025-11-27 19:06:20.142094,0 days 00:00:50.733590,0.43830816785622473,89,0.00014903063815046298,28,0.00024313571949783277,COMPLETE
139,0.28880383160488665,2025-11-27 19:06:20.209726,2025-11-27 19:07:13.387345,0 days 00:00:53.177619,0.3553556728263993,95,0.00019427476362805017,29,0.0003228341445090108,COMPLETE
140,0.29128008243466214,2025-11-27 19:07:13.452181,2025-11-27 19:08:06.600015,0 days 00:00:53.147834,0.36372670499172427,94,0.00019426450567555114,26,0.00033152954572397106,COMPLETE
141,0.29265609523153174,2025-11-27 19:08:06.662487,2025-11-27 19:09:04.539440,0 days 00:00:57.876953,0.35391967749624786,103,0.0002179710458997057,29,0.0004000681826537089,COMPLETE
142,0.2888914849147324,2025-11-27 19:09:04.605300,2025-11-27 19:10:01.124188,0 days 00:00:56.518888,0.3909944130542454,101,0.0001622600332621001,27,0.0002886320694706256,COMPLETE
143,0.2901900451702191,2025-11-27 19:10:01.186035,2025-11-27 19:10:54.932613,0 days 00:00:53.746578,0.3945578136438671,96,0.00018986304749101144,27,0.00029612368629242455,COMPLETE
144,0.2896793217041604,2025-11-27 19:10:55.011313,2025-11-27 19:11:46.735670,0 days 00:00:51.724357,0.38033766342680353,92,0.00015832817676343172,28,0.00037799542759604673,COMPLETE
145,0.29636541739639827,2025-11-27 19:11:46.797792,2025-11-27 19:12:22.972392,0 days 00:00:36.174600,0.41186084286511315,106,0.00024645526030071135,27,0.000264014516604876,COMPLETE
146,0.29038454415712806,2025-11-27 19:12:23.034288,2025-11-27 19:13:17.558231,0 days 00:00:54.523943,0.40365060933761193,98,0.00016551249878230624,25,0.0004680395627183238,COMPLETE
147,0.3030090443687334,2025-11-27 19:13:17.628733,2025-11-27 19:13:32.064226,0 days 00:00:14.435493,0.41912451807420403,95,0.00018440448933645484,4,0.00021974052031499956,COMPLETE
148,0.29074566620440523,2025-11-27 19:13:32.127971,2025-11-27 19:14:21.724070,0 days 00:00:49.596099,0.3393423334682598,89,0.00012539861093178523,30,0.00031396960874936015,COMPLETE
149,0.2892032786177538,2025-11-27 19:14:21.786994,2025-11-27 19:15:17.732896,0 days 00:00:55.945902,0.38959124874860035,101,0.0001583498624886578,28,0.0003511182276622658,COMPLETE
150,0.29082383728552785,2025-11-27 19:15:17.808851,2025-11-27 19:16:11.603282,0 days 00:00:53.794431,0.37152269056612824,97,0.00021260831870341553,26,5.0248524033130214e-05,COMPLETE
151,0.2902000206561128,2025-11-27 19:16:11.666206,2025-11-27 19:17:09.572738,0 days 00:00:57.906532,0.35860846174907396,104,0.0001355101710285432,29,0.00019372799121562386,COMPLETE
152,0.2901069539966005,2025-11-27 19:17:09.635758,2025-11-27 19:18:06.301949,0 days 00:00:56.666191,0.42161547960026247,102,0.00014482082063932268,28,0.00024322418136003815,COMPLETE
153,0.2895672570903768,2025-11-27 19:18:06.365011,2025-11-27 19:18:58.127195,0 days 00:00:51.762184,0.4016566146534087,93,0.00016475680962660041,29,0.00016537055283135217,COMPLETE
154,0.2904335841659672,2025-11-27 19:18:58.191856,2025-11-27 19:19:53.407472,0 days 00:00:55.215616,0.3866745642467878,99,0.00014118815431677064,30,0.00027221789223361593,COMPLETE
155,0.29171685673316977,2025-11-27 19:19:53.482665,2025-11-27 19:20:55.980814,0 days 00:01:02.498149,0.4655804826035242,113,0.0001871137542816097,27,0.0002240588550620553,COMPLETE
156,0.2912375690523258,2025-11-27 19:20:56.054817,2025-11-27 19:21:49.938541,0 days 00:00:53.883724,0.43349910823121585,95,0.00011252064140618301,29,0.0003021975220115413,COMPLETE
157,0.29313592214558076,2025-11-27 19:21:50.002479,2025-11-27 19:22:46.101310,0 days 00:00:56.098831,0.3773381983600993,100,9.982157689519982e-05,28,0.00018157428555837653,COMPLETE
158,0.29061849123847056,2025-11-27 19:22:46.163637,2025-11-27 19:23:32.790626,0 days 00:00:46.626989,0.41219136944042195,83,0.0001738425929543963,30,0.0004422977456942469,COMPLETE
159,0.29099751569679616,2025-11-27 19:23:32.853080,2025-11-27 19:24:23.788304,0 days 00:00:50.935224,0.36480215364159696,90,0.00012476285572189425,27,0.00013160952898421714,COMPLETE
160,0.2899573611162254,2025-11-27 19:24:23.873250,2025-11-27 19:25:18.792040,0 days 00:00:54.918790,0.4918598475877366,97,0.00014812058391536537,29,0.00034578917684260793,COMPLETE
161,0.28858583492352613,2025-11-27 19:25:18.856301,2025-11-27 19:26:14.450070,0 days 00:00:55.593769,0.34951617405701574,99,0.00011175884365583063,28,0.00031379429527172346,COMPLETE
162,0.28854166509034546,2025-11-27 19:26:14.513020,2025-11-27 19:27:12.596197,0 days 00:00:58.083177,0.333542989206689,103,0.00015560095550566048,28,0.00025631369339352796,COMPLETE
163,0.29184948577040154,2025-11-27 19:27:12.661646,2025-11-27 19:28:10.991483,0 days 00:00:58.329837,0.33061419354946264,104,0.00020151065738184694,28,0.0003962234537572581,COMPLETE
164,0.28994311642712467,2025-11-27 19:28:11.053098,2025-11-27 19:29:10.814375,0 days 00:00:59.761277,0.3470952770821685,108,0.00015929627425042878,27,0.0002616286478240371,COMPLETE
165,0.2871793176845414,2025-11-27 19:29:10.877044,2025-11-27 19:30:03.444430,0 days 00:00:52.567386,0.3420465041712287,94,0.00017765451354316748,26,0.0003033795426729229,COMPLETE
166,0.2945668204756808,2025-11-27 19:30:03.507203,2025-11-27 19:30:51.944750,0 days 00:00:48.437547,0.33843358938768076,87,8.60288043427967e-05,27,0.0004900292471367223,COMPLETE
167,0.29003971207568796,2025-11-27 19:30:52.006305,2025-11-27 19:31:43.999507,0 days 00:00:51.993202,0.32769159580036106,93,0.00012105646541630303,26,0.00031872321040049643,COMPLETE
168,0.2895584651589722,2025-11-27 19:31:44.059320,2025-11-27 19:32:35.125890,0 days 00:00:51.066570,0.3513731034660059,91,0.00011228137729210831,26,0.00037602108328810665,COMPLETE
169,0.2912159143400586,2025-11-27 19:32:35.189246,2025-11-27 19:33:30.053301,0 days 00:00:54.864055,0.3439251605993788,95,0.00022722835622031862,28,0.000219717065308774,COMPLETE
170,0.2888011925805042,2025-11-27 19:33:30.116621,2025-11-27 19:34:25.230049,0 days 00:00:55.113428,0.3163777364455163,98,0.0001547665579078395,29,0.0002952616431198753,COMPLETE
171,0.29097604882947015,2025-11-27 19:34:25.294206,2025-11-27 19:35:20.065779,0 days 00:00:54.771573,0.3223157917503733,98,0.00015287052832753433,29,0.00029353259600089517,COMPLETE
172,0.2894346851947879,2025-11-27 19:35:20.132265,2025-11-27 19:36:13.536424,0 days 00:00:53.404159,0.3556654085200308,96,0.00017346080356705595,30,0.00033754918378635953,COMPLETE
173,0.28969291550397214,2025-11-27 19:36:13.599967,2025-11-27 19:37:06.214957,0 days 00:00:52.614990,0.3335886229285017,94,0.00013322409826369258,28,0.00024411813741342237,COMPLETE
174,0.2904583462013686,2025-11-27 19:37:06.278522,2025-11-27 19:38:01.714074,0 days 00:00:55.435552,0.3679359995683872,99,0.00018666539903089045,29,0.00028482319652904447,COMPLETE
175,0.2889687075759425,2025-11-27 19:38:01.780936,2025-11-27 19:38:59.449779,0 days 00:00:57.668843,0.3159059781082332,102,0.0001553466127378901,28,0.0004549234077298208,COMPLETE
176,0.29048411708232785,2025-11-27 19:38:59.512405,2025-11-27 19:39:51.809436,0 days 00:00:52.297031,0.31358763003013174,92,0.0001554307652937224,27,0.0005487347032214486,COMPLETE
177,0.2914518850237213,2025-11-27 19:39:51.879323,2025-11-27 19:40:46.980759,0 days 00:00:55.101436,0.34309707123955574,97,0.00020916726476895192,28,0.00047402514715204005,COMPLETE
178,0.29013489691679145,2025-11-27 19:40:47.045803,2025-11-27 19:41:44.928810,0 days 00:00:57.883007,0.322754545478273,103,0.00016368967772889152,27,0.0004129426663679955,COMPLETE
179,0.2892344595643771,2025-11-27 19:41:44.991608,2025-11-27 19:42:35.152509,0 days 00:00:50.160901,0.3578322371577175,88,0.00018840688131608387,25,0.0003453647496930657,COMPLETE
180,0.28929049384167044,2025-11-27 19:42:35.233402,2025-11-27 19:43:34.223545,0 days 00:00:58.990143,0.3785210402007767,105,0.00015057931486608833,28,0.00042110512633345565,COMPLETE
181,0.2933067585811142,2025-11-27 19:43:34.285719,2025-11-27 19:44:31.339435,0 days 00:00:57.053716,0.05412204102575968,101,0.00013661437503660238,29,0.0002062965973108512,COMPLETE
182,0.2898022412596984,2025-11-27 19:44:31.402173,2025-11-27 19:45:28.006563,0 days 00:00:56.604390,0.3958490035644947,100,0.00013080137610198365,30,0.00024442693845499054,COMPLETE
183,0.2881583628904064,2025-11-27 19:45:28.081101,2025-11-27 19:46:23.282572,0 days 00:00:55.201471,0.34977826202943185,98,0.0001686099188249758,29,0.0002980833950056388,COMPLETE
184,0.30161547595147586,2025-11-27 19:46:23.347706,2025-11-27 19:47:08.469179,0 days 00:00:45.121473,0.33827988034182965,96,0.000999455144839068,28,2.4104448127937903e-05,COMPLETE
185,0.2889150732476521,2025-11-27 19:47:08.535148,2025-11-27 19:48:01.367510,0 days 00:00:52.832362,0.3529465515369466,94,0.0001706063914882339,27,0.00030935944465666483,COMPLETE
186,0.2898584824291471,2025-11-27 19:48:01.431560,2025-11-27 19:48:53.858217,0 days 00:00:52.426657,0.3509885704484877,93,0.0001780707313746364,26,0.00029928209105815234,COMPLETE
187,0.29156604942868236,2025-11-27 19:48:53.934976,2025-11-27 19:49:44.825754,0 days 00:00:50.890778,0.36159644901958116,90,0.00019925577578190116,27,0.00032651911585571754,COMPLETE
188,0.29098032985508604,2025-11-27 19:49:44.885902,2025-11-27 19:50:40.214507,0 days 00:00:55.328605,0.3672794396697991,98,0.00017120129803357468,29,0.00027475341925122134,COMPLETE
189,0.2921719551086426,2025-11-27 19:50:40.274504,2025-11-27 19:51:33.729330,0 days 00:00:53.454826,0.3330724964416883,94,0.00021357384645604788,27,0.00037663174725147754,COMPLETE
190,0.29098688078320717,2025-11-27 19:51:33.791303,2025-11-27 19:52:28.610304,0 days 00:00:54.819001,0.34804699852160714,96,0.00024853094470588005,30,0.000254368656224268,COMPLETE
191,0.2891573912512829,2025-11-27 19:52:28.678618,2025-11-27 19:53:20.902115,0 days 00:00:52.223497,0.31961562738512406,92,0.00016335691764566957,28,0.00030694184927967396,COMPLETE
192,0.2896720975555336,2025-11-27 19:53:20.963468,2025-11-27 19:54:15.898379,0 days 00:00:54.934911,0.30869943966956226,98,0.00014648662591472365,28,0.0003693905321422943,COMPLETE
193,0.2913004609835706,2025-11-27 19:54:15.961832,2025-11-27 19:55:13.192555,0 days 00:00:57.230723,0.3865197300303407,102,0.00018303363660094596,29,0.00046939657961273705,COMPLETE
194,0.2881846335965411,2025-11-27 19:55:13.255383,2025-11-27 19:56:06.459841,0 days 00:00:53.204458,0.3399270149590998,95,0.00016194597642678874,27,0.0002253647647002784,COMPLETE
195,0.289995776063483,2025-11-27 19:56:06.524807,2025-11-27 19:57:00.714858,0 days 00:00:54.190051,0.3425374605063085,96,0.000170207999145115,26,0.00022322953441145717,COMPLETE
196,0.2887528106857594,2025-11-27 19:57:00.778472,2025-11-27 19:57:53.515267,0 days 00:00:52.736795,0.37487995065722746,94,0.00014387565047411835,27,0.00026870776544404715,COMPLETE
197,0.29564069716398383,2025-11-27 19:57:53.576779,2025-11-27 19:58:48.794393,0 days 00:00:55.217614,0.3568063673419307,99,0.00019718753803405194,27,8.272890535242358e-06,COMPLETE
198,0.28998310375476344,2025-11-27 19:58:48.858622,2025-11-27 19:59:42.143506,0 days 00:00:53.284884,0.3315922841132962,95,0.0001435705758499394,26,0.0002782531946285251,COMPLETE
199,0.29007768039861004,2025-11-27 19:59:42.219004,2025-11-27 20:00:35.135183,0 days 00:00:52.916179,0.3652426143435543,94,0.00016280830244502713,27,0.00033678352843745255,COMPLETE
best:Best params: {'lr': 0.00017765451354316748, 'weight_decay': 0.0003033795426729229, 'dropout_rate': 0.3420465041712287, 'epochs': 94, 'patience': 26}
