n_pos_req,n_neg_req,seed,pos_acc,neg_acc,overall_acc,best_epoch
0,5000,0,0.42710222355607486,0.6987582434088486,0.6920229715029593,2
0,5000,1,0.5095552441974481,0.694789109745005,0.6901965361311724,3
0,5000,2,0.4322098137603866,0.7049249697050427,0.6981634394735221,1
0,5000,3,0.39674682294329006,0.7087967566735411,0.7010599826834583,1
0,5000,4,0.4606211611794101,0.7044023679948207,0.6983582048680756,3
120,4880,0,0.6194622218608856,0.6973602260264968,0.6954288723023567,116
120,4880,1,0.7003661741813024,0.6978040673943647,0.6978675921552766,51
120,4880,2,0.6968857927454842,0.6991479804339467,0.6990918935361233,33
120,4880,3,0.627429089612431,0.7007626053629874,0.6989444193478992,35
120,4880,4,0.7467242379983267,0.7036298123730272,0.704698269587708,95
