n_pos_req,n_neg_req,seed,pos_acc,neg_acc,overall_acc,best_epoch
0,5000,0,0.4524891571038299,0.7093050287520818,0.7029376953953144,116
0,5000,1,0.5090133936868774,0.7069583540640266,0.7020506261881266,114
0,5000,2,0.4520955872463269,0.7144784969909085,0.7079731343383323,112
0,5000,3,0.4136113201578458,0.716423852100842,0.7089161019638879,115
0,5000,4,0.49289707818792927,0.7119976331007609,0.7065653879171079,104
120,4880,0,0.6364608092440499,0.7070326355041273,0.7052829241554558,104
120,4880,1,0.7130412608385086,0.7075233831370281,0.7076601887291128,112
120,4880,2,0.719524773872561,0.7100083940375681,0.7102443397971326,103
120,4880,3,0.643217958509922,0.709219838842476,0.7075834269006801,110
120,4880,4,0.7548349814282523,0.7101860696260455,0.7112930676509875,111
