n_pos_req,n_neg_req,seed,pos_acc,neg_acc,overall_acc,best_epoch
0,5000,0,0.45595964209900963,0.7109917704056913,0.7046686616364145,109
0,5000,1,0.5103546997739209,0.7065118111368784,0.7016484130875621,114
0,5000,2,0.4298309079474873,0.7148877688141614,0.7078202430482122,115
0,5000,3,0.4082557577639818,0.7151727062205411,0.7075631964769594,113
0,5000,4,0.4886133697711759,0.7113846894425977,0.7058614324893772,106
120,4880,0,0.6213292355338732,0.7036742579960132,0.7016326464409876,115
120,4880,1,0.7024427023198869,0.7054830825293047,0.7054077011941016,99
120,4880,2,0.7115691660179032,0.7077716005424112,0.7078657541475348,108
120,4880,3,0.6515222506390678,0.7070610871272803,0.7056840922562893,103
120,4880,4,0.7482186841468016,0.7072493268366334,0.7082650971312856,103
