n_pos_req,n_neg_req,seed,pos_acc,neg_acc,overall_acc,best_epoch
0,5000,0,0.42753019659883446,0.6979563306914485,0.6912515504624356,2
0,5000,1,0.49416791316535735,0.6981007128988135,0.6930445279661802,2
0,5000,2,0.4237502066211568,0.7061148832399545,0.699114104568671,1
0,5000,3,0.39966386432449025,0.7060815707206894,0.698484437447811,1
0,5000,4,0.46701907242337865,0.7004161218854094,0.6946294183222919,3
120,4880,0,0.6328097780545553,0.7065576930493538,0.7047292318447819,107
120,4880,1,0.7112269707851939,0.7013548472527898,0.7015996117493748,29
120,4880,2,0.7099436211089293,0.7037023353471952,0.7038570755115163,13
120,4880,3,0.6413617386586137,0.7047631884872451,0.7031912497493641,20
120,4880,4,0.7564598081840409,0.7115302528965018,0.7126442094515629,107
