split_mode,feature_type,n_train,n_val,n_test,seed,n_pos_req,n_neg_req,pos_metric,neg_metric,overall_metric,best_epoch
domain,ecfp+rdkit2d+rdkit3d,,,,1,100,6900,0.6221054527494643,0.6831974278279871,0.6816680043267399,8
domain,ecfp+rdkit2d+rdkit3d,,,,2,100,6900,0.6134895889295472,0.6832574714993535,0.6815108475440489,6
domain,ecfp+rdkit2d+rdkit3d,,,,3,100,6900,0.5839513933493031,0.6802034018476216,0.6777937569161968,5
domain,ecfp+rdkit2d+rdkit3d,,,,4,100,6900,0.5674727646013101,0.6793858403460882,0.6765841220787912,6
domain,ecfp+rdkit2d+rdkit3d,,,,0,120,6880,0.697938678579198,0.6828557496382914,0.6832333487459823,7
domain,ecfp+rdkit2d+rdkit3d,,,,1,120,6880,0.6610816021760305,0.6779404041399189,0.6775183480946018,9
domain,ecfp+rdkit2d+rdkit3d,,,,2,120,6880,0.617603964275784,0.6758623566670011,0.6744038722520477,5
domain,ecfp+rdkit2d+rdkit3d,,,,3,120,6880,0.6029237906138102,0.681372032622367,0.6794080985081803,9
domain,ecfp+rdkit2d+rdkit3d,,,,4,120,6880,0.5886920678118864,0.6764152090776129,0.674219082947448,8
domain,ecfp+rdkit2d+rdkit3d,,,,0,170,6830,0.7055390427509943,0.67837006402283,0.6790502328025397,6
domain,ecfp+rdkit2d+rdkit3d,,,,1,170,6830,0.6685345292919211,0.6824015479006097,0.6820543887733542,7
domain,ecfp+rdkit2d+rdkit3d,,,,2,170,6830,0.6619178983900282,0.6687036251620032,0.668533746010633,9
domain,ecfp+rdkit2d+rdkit3d,,,,3,170,6830,0.6183176446292136,0.6806402781383053,0.6790800464270903,7
domain,ecfp+rdkit2d+rdkit3d,,,,4,170,6830,0.5991609874698851,0.6768342685922595,0.6748897376946615,7
domain,ecfp+rdkit2d+flag+bert,,,,0,0,7000,0.3900445302327474,0.6740354262687632,0.6669257799981444,10
domain,ecfp+rdkit2d+flag+bert,,,,1,0,7000,0.41279575544305974,0.6876968641137006,0.6808147772923837,8
domain,ecfp+rdkit2d+flag+bert,,,,2,0,7000,0.4287950221656097,0.6817412702104318,0.6754088179148107,9
domain,ecfp+rdkit2d+flag+bert,,,,3,0,7000,0.36797903855848646,0.6844970705957496,0.6765731168037827,9
domain,ecfp+rdkit2d+flag+bert,,,,4,0,7000,0.4222524112297429,0.6750681922038998,0.668739007656386,9
domain,ecfp+rdkit2d+flag+bert,,,,0,1,6999,0.39626574164463413,0.6744783127882362,0.6675133256018887,7
domain,ecfp+rdkit2d+flag+bert,,,,1,1,6999,0.3895137918492158,0.6885108010818154,0.6810254806384537,9
domain,ecfp+rdkit2d+flag+bert,,,,2,1,6999,0.43947183299395776,0.6759779306254668,0.6700570554765083,7
domain,ecfp+rdkit2d+flag+bert,,,,3,1,6999,0.3897792196108235,0.6831515610223694,0.6758070527213226,9
domain,ecfp+rdkit2d+flag+bert,,,,4,1,6999,0.4474141092764007,0.6798525433534838,0.6740335004108049,7
domain,ecfp+rdkit2d+flag+bert,,,,0,2,6998,0.41108845826238394,0.6766695468865878,0.6700207857306275,8
domain,ecfp+rdkit2d+flag+bert,,,,1,2,6998,0.4200653332389063,0.6843920721222092,0.6777747118863716,9
domain,ecfp+rdkit2d+flag+bert,,,,2,2,6998,0.45970215855373275,0.6833844039132141,0.6777845718308516,5
domain,ecfp+rdkit2d+flag+bert,,,,3,2,6998,0.3725105385399527,0.6788751683310843,0.671205399883069,9
domain,ecfp+rdkit2d+flag+bert,,,,4,2,6998,0.4301811491863595,0.6759018806213202,0.6697503187987042,8
domain,ecfp+rdkit2d+flag+bert,,,,0,5,6995,0.4245057071869572,0.6781881957067629,0.6718373137175025,8
domain,ecfp+rdkit2d+flag+bert,,,,1,5,6995,0.4436077338953813,0.68448527926611,0.678454965063512,7
domain,ecfp+rdkit2d+flag+bert,,,,2,5,6995,0.45016710915499264,0.6752121229808825,0.6695781725281345,10
domain,ecfp+rdkit2d+flag+bert,,,,3,5,6995,0.39472839049994946,0.6837033229752493,0.6764689026347339,7
domain,ecfp+rdkit2d+flag+bert,,,,4,5,6995,0.43207063981228405,0.6732934619281468,0.6672545059575014,9
domain,ecfp+rdkit2d+flag+bert,,,,0,10,6990,0.43805225214196575,0.6784462501386582,0.6724280441602141,7
domain,ecfp+rdkit2d+flag+bert,,,,1,10,6990,0.4247968405899074,0.6833372725088803,0.6768647717526999,7
domain,ecfp+rdkit2d+flag+bert,,,,2,10,6990,0.46615370652741855,0.6793227288872004,0.6739860908031173,7
domain,ecfp+rdkit2d+flag+bert,,,,3,10,6990,0.4199062656197283,0.680523243089726,0.6739987568095617,8
domain,ecfp+rdkit2d+flag+bert,,,,4,10,6990,0.4437459123631318,0.6801691875050208,0.6742503866775532,10
domain,ecfp+rdkit2d+flag+bert,,,,0,20,6980,0.4702895803170072,0.6795612617771801,0.6743221915520012,9
domain,ecfp+rdkit2d+flag+bert,,,,1,20,6980,0.5238976159857379,0.6825715981014657,0.6785992307197277,14
domain,ecfp+rdkit2d+flag+bert,,,,2,20,6980,0.4857582040131092,0.6774362229347527,0.6726376080538389,10
domain,ecfp+rdkit2d+flag+bert,,,,3,20,6980,0.49269756571286255,0.684592452096871,0.6797884086507044,8
domain,ecfp+rdkit2d+flag+bert,,,,4,20,6980,0.5141688314163022,0.6775883663838965,0.6734971964060845,9
domain,ecfp+rdkit2d+flag+bert,,,,0,50,6950,0.5816299737327628,0.6824063890694658,0.679883474120106,6
domain,ecfp+rdkit2d+flag+bert,,,,1,50,6950,0.5546943156255616,0.686366419037525,0.6830700389575861,5
domain,ecfp+rdkit2d+flag+bert,,,,2,50,6950,0.5499908590896262,0.6764688890084581,0.6733025405387574,7
domain,ecfp+rdkit2d+flag+bert,,,,3,50,6950,0.5470200528701147,0.682610490852927,0.6792160162996237,8
domain,ecfp+rdkit2d+flag+bert,,,,4,50,6950,0.5420807682805591,0.6806833715259115,0.6772134863209337,8
domain,ecfp+rdkit2d+flag+bert,,,,0,100,6900,0.6687372078498205,0.6780062363577339,0.6777741880659972,10
domain,ecfp+rdkit2d+flag+bert,,,,1,100,6900,0.6297909335957633,0.678680801175079,0.6774568528773053,9
domain,ecfp+rdkit2d+flag+bert,,,,2,100,6900,0.6345830659071604,0.6826292968869273,0.6814264703492773,6
domain,ecfp+rdkit2d+flag+bert,,,,3,100,6900,0.5799408617118994,0.6827341561974923,0.6801607493888872,7
domain,ecfp+rdkit2d+flag+bert,,,,4,100,6900,0.5870801860259639,0.676502903160133,0.6742642259501149,8
domain,ecfp+rdkit2d+flag+bert,,,,0,120,6880,0.6816302256451713,0.6798982451033491,0.6799416055459845,7
domain,ecfp+rdkit2d+flag+bert,,,,1,120,6880,0.6676069216595756,0.6913136755662324,0.6907201844257185,7
domain,ecfp+rdkit2d+flag+bert,,,,2,120,6880,0.5906099813679854,0.6752670353960071,0.6731476667712757,7
domain,ecfp+rdkit2d+flag+bert,,,,3,120,6880,0.5816802692910036,0.6844992500440232,0.6819251997180035,7
domain,ecfp+rdkit2d+flag+bert,,,,4,120,6880,0.5750825400981638,0.6793877202386406,0.6767764637986345,8
domain,ecfp+rdkit2d+flag+bert,,,,0,170,6830,0.7071995043920146,0.6791469259081294,0.6798492173116358,10
domain,ecfp+rdkit2d+flag+bert,,,,1,170,6830,0.6768243064483007,0.6791857068882604,0.6791265902209183,9
domain,ecfp+rdkit2d+flag+bert,,,,2,170,6830,0.6487680955065621,0.6774755908566901,0.6767569042053151,8
domain,ecfp+rdkit2d+flag+bert,,,,3,170,6830,0.6484919269051816,0.6847003627715954,0.6837938934718731,7
domain,ecfp+rdkit2d+flag+bert,,,,4,170,6830,0.6244114935398102,0.6791493937351738,0.6777790444082987,6
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,0,7000,0.4424170179085599,0.6814134915820329,0.6754302698976369,11
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,0,7000,0.37535583864276606,0.6830520386204453,0.6753489347518019,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,0,7000,0.4392501017492678,0.6798380978562246,0.6738150327431455,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,0,7000,0.3554154857993126,0.6817893354380278,0.6736186411217507,10
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,0,7000,0.45070551915301216,0.672530030162265,0.6669767054189832,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,1,6999,0.38611023045248455,0.6742957004753822,0.6670810431514003,11
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,1,6999,0.43407585389084286,0.6822689371303086,0.6760554807370733,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,1,6999,0.45143585796985364,0.6813690321225694,0.6756127082447422,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,1,6999,0.3706799558131024,0.6822251460754768,0.6744256847067212,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,1,6999,0.4228009204897616,0.6742805919434594,0.6679848551883599,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,2,6998,0.3973234345515569,0.673777385960903,0.666856425668609,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,2,6998,0.421518471557647,0.6861494920467599,0.67952451605728,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,2,6998,0.4565030597150326,0.6780960188418648,0.6725484881568208,6
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,2,6998,0.34687042081107694,0.6877037088317629,0.679171027601418,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,2,6998,0.4397281923641761,0.6737625652662785,0.6679035688011152,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,5,6995,0.3905505846358008,0.6691153718224366,0.6621415678749148,11
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,5,6995,0.4024308094133933,0.6822109109736691,0.6752066793987561,9
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,5,6995,0.4765114208890332,0.678314036617126,0.6732619553809255,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,5,6995,0.39946654190619785,0.6849206911091734,0.6777744135911342,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,5,6995,0.4332800137086047,0.6741762514506465,0.6681454700504602,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,10,6990,0.46784256398677826,0.6831090168086825,0.6777198727958951,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,10,6990,0.44893815989295643,0.6852112651620587,0.679296219770658,6
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,10,6990,0.458014036839207,0.6765298910542642,0.6710593958523886,9
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,10,6990,0.4021601243358519,0.6795008152001902,0.6725576564139183,9
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,10,6990,0.4562401177568568,0.6677174797632364,0.6624231919236947,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,20,6980,0.5329126400045223,0.6810934934366532,0.6773838209498658,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,20,6980,0.5063774701621797,0.6852405289687568,0.6807627334882491,7
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,20,6980,0.5016844338840909,0.676312028311496,0.671940265204602,9
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,20,6980,0.4864302733913064,0.6835282718704299,0.6785939709479002,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,4,20,6980,0.46548366401758456,0.6772340588208843,0.671932936280607,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,0,50,6950,0.5673742240501775,0.6830092278334409,0.6801143326911225,10
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,1,50,6950,0.5470211437592903,0.6840325103130739,0.6806024637316795,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,2,50,6950,0.5391506834162606,0.6788904468904909,0.6753920938350747,8
domain,ecfp+rdkit2d+rdkit3d+bert+flag,,,,3,50,6950,0.5396094953434335,0.68379819143056,0.6801884600860928,10
